Can ID,Population,Commercial,Nbr of Houses,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
1524,7961,27,1406,0,0,0,0,1,0,1
1525,2032,6,1770,0,0,0,1,0,0,1
1526,7243,16,1074,0,0,0,1,1,0,0
1527,2151,39,855,1,1,0,0,0,1,0
1528,2619,25,1149,0,0,0,0,1,0,0
1529,9352,47,1306,0,1,0,0,1,0,0
1530,1418,24,1988,1,0,1,1,0,1,1
1531,971,39,933,1,0,1,0,1,0,1
1532,590,46,1449,0,1,0,1,1,1,1
1533,171,16,1424,1,0,1,1,0,1,1
1534,2543,21,644,1,0,0,0,0,0,0
1535,2903,24,1416,1,0,0,0,1,0,1
1536,7801,3,1860,1,1,0,1,0,1,1
1537,8289,2,1108,1,0,0,0,1,0,1
1538,5973,44,561,1,0,0,0,0,1,1
1539,3132,50,686,1,1,1,1,0,0,0
1540,7540,21,594,0,0,1,1,1,1,1
1541,9280,28,1245,0,1,1,1,0,1,0
1542,4874,50,788,1,1,0,0,1,1,1
1543,569,28,1866,1,1,1,0,1,1,0
1544,6389,35,1838,1,0,1,0,1,0,1
1545,4779,22,640,1,1,0,1,0,0,0
1546,6971,16,1776,1,1,0,1,1,0,0
1547,6683,41,1371,0,0,0,1,1,0,0
1548,3817,21,1930,0,1,0,1,1,0,1
1549,2674,23,793,0,1,0,1,0,1,1
1550,1695,18,1028,0,0,1,0,0,1,0
1551,8625,19,1965,0,0,1,0,1,0,1
1552,3473,21,1983,0,0,1,0,1,0,0
1553,7551,19,1828,0,0,1,1,0,0,0
1554,4833,46,967,0,1,0,0,0,1,0
1555,7420,21,1752,1,1,1,0,1,0,0
1556,2670,49,1532,0,0,0,0,0,1,0
1557,2299,4,959,0,0,1,1,0,1,0
1558,9577,1,951,0,1,1,0,0,1,0
1559,1104,31,1167,0,1,1,1,0,1,0
1560,7867,44,1528,1,0,0,0,0,1,1
1561,6642,50,1020,0,0,1,1,1,1,1
1562,6973,16,1079,1,1,0,0,0,0,1
1563,3671,46,1935,1,1,1,0,1,0,1
1564,7567,20,1002,0,1,1,1,0,0,0
1565,2156,7,1037,0,1,0,0,1,0,0
1566,6516,37,709,1,1,1,0,1,1,1
1567,3088,36,1830,0,0,1,0,0,1,0
1568,9344,27,1730,0,1,1,1,0,0,1
1569,7052,30,1137,1,1,0,0,0,1,0
1570,3125,3,610,1,0,0,1,0,1,0
1571,5913,50,942,1,0,0,0,1,1,1
1572,9941,20,1397,0,0,0,1,0,0,1
1573,5266,48,1488,0,0,0,1,0,0,0
1574,2827,44,729,1,1,0,1,0,1,0
1575,5843,13,867,0,1,1,1,0,0,1
1576,9892,15,537,1,0,1,1,0,0,1
1577,4865,9,730,1,1,1,0,0,0,1
1578,5300,12,922,0,0,1,1,1,0,1
1579,2510,43,1038,1,1,1,1,1,1,1
1580,4064,49,1145,0,1,0,1,0,0,1
1581,7061,39,1661,0,1,1,0,1,1,0
1582,3223,38,1973,0,0,1,0,1,1,0
1583,1771,20,573,0,1,1,0,0,0,1
1584,8505,49,1830,1,0,1,1,1,0,0
1585,1371,35,1242,0,0,1,0,0,1,1
1586,1923,12,1028,1,1,1,0,0,0,0
1587,1949,40,664,0,0,1,0,0,1,1
1588,4856,28,1954,0,1,1,1,0,0,0
1589,4315,32,1004,0,1,0,0,0,1,1
1590,7433,23,1262,0,0,0,0,0,1,0
1591,2591,31,1291,0,0,0,0,0,0,1
1592,7728,44,1386,0,1,1,1,0,0,1
1593,4613,49,1679,1,0,0,0,0,0,0
1594,2721,41,1348,1,0,0,1,1,1,1
1595,7613,20,1860,1,0,1,0,1,0,0
1596,5859,8,688,0,1,0,0,1,1,0
1597,6595,7,1430,0,0,1,0,1,1,0
1598,6742,36,1614,1,1,1,0,1,1,0
1599,6088,37,604,0,0,1,1,1,1,0
1600,4390,36,892,1,1,1,1,1,1,1
1601,3214,41,1371,0,1,0,1,1,0,1
1602,904,24,608,1,0,0,0,0,1,0
1603,5636,18,1048,1,1,0,1,1,0,0
1604,1044,30,1133,1,0,1,0,0,1,1
1605,1627,16,1563,1,1,1,1,0,1,0
1606,3664,24,949,1,0,1,0,1,1,0
1607,336,15,1558,0,0,0,0,0,0,1
1608,7497,47,1885,1,1,0,0,1,1,1
1609,4079,9,1877,1,0,0,0,1,0,1
1610,7589,1,582,0,1,1,0,0,1,1
1611,7849,33,665,0,0,0,0,1,0,1
1612,9417,24,1890,1,0,0,1,0,0,0
1613,5545,35,510,1,0,0,0,0,1,1
1614,7712,19,833,0,0,0,0,1,1,0
1615,2267,5,849,0,0,0,1,0,1,0
1616,7495,25,1524,0,0,0,0,1,1,0
1617,5644,29,903,1,1,0,1,0,0,0
1618,7239,3,1898,0,0,1,1,0,0,0
1619,5651,46,979,1,1,1,0,0,1,0
1620,2757,46,1536,0,0,1,0,0,0,0
1621,1223,46,657,1,1,1,0,1,1,1
1622,8934,33,1484,1,1,0,1,0,1,1
1623,9684,41,860,1,0,0,1,0,0,1
1624,6098,26,1516,1,0,0,1,1,0,0
1625,2305,9,1484,1,1,0,1,1,0,1
1626,3842,31,1561,1,0,0,1,1,1,1
1627,6908,10,605,1,0,0,1,0,0,0
1628,8963,24,813,1,0,0,0,1,0,0
1629,7798,40,543,1,1,0,1,1,0,0
1630,4795,3,1363,0,1,0,0,1,1,1
1631,7215,39,1425,0,1,0,0,1,1,0
1632,5611,29,1378,0,1,0,1,0,1,0
1633,6433,36,1202,1,0,1,1,1,0,1
1634,9872,10,1562,0,1,0,0,1,1,0
1635,6447,3,1674,1,1,1,1,0,1,1
1636,1101,10,863,1,1,1,1,0,0,1
1637,2033,37,1302,1,1,1,1,1,0,0
1638,5504,6,1263,1,1,1,1,1,1,0
1639,8443,4,1970,1,0,0,0,1,0,1
1640,5931,44,1005,1,1,0,1,1,1,1
1641,887,24,1040,0,1,1,1,1,0,1
1642,6348,11,608,1,1,0,1,1,0,1
1643,7597,26,1402,0,1,1,1,0,1,0
1644,9744,12,1121,0,0,0,1,0,1,0
1645,135,43,1956,0,1,1,1,0,1,1
1646,568,11,682,1,1,0,0,0,1,0
1647,5115,16,1417,1,0,0,0,0,0,0
1648,5605,30,1138,0,1,0,1,0,1,0
1649,3275,3,1553,0,0,1,1,0,1,1
1650,3145,37,1835,1,0,1,0,1,1,0
1651,6939,42,898,1,0,0,1,1,1,1
1652,7995,1,1218,0,0,0,1,0,0,1
1653,8863,40,1446,1,0,0,0,0,1,1
1654,3157,27,693,0,0,1,0,1,1,1
1655,5508,18,1348,1,0,1,1,1,1,0
1656,2067,8,592,1,0,0,1,1,0,1
1657,6081,3,1770,1,0,0,0,1,0,1
1658,3459,35,1261,1,1,0,1,0,0,0
1659,8881,36,1706,0,0,1,0,1,0,0
1660,9819,23,907,0,1,1,0,1,1,1
1661,461,24,885,1,1,0,0,0,1,1
1662,5799,14,699,1,0,0,0,1,0,0
1663,4508,11,1571,1,0,0,1,0,1,1
1664,8017,49,846,0,1,1,1,0,1,0
1665,5828,41,946,0,0,0,0,1,1,1
1666,4130,22,884,1,1,1,1,1,1,1
1667,339,44,1044,1,1,1,1,0,0,0
1668,3490,22,1056,0,1,0,0,0,0,0
1669,8461,50,1737,1,1,1,1,1,1,0
1670,2538,18,540,1,0,1,1,0,1,0
1671,8545,7,1399,1,1,0,0,1,0,0
1672,9599,49,1554,1,1,0,1,1,1,0
1673,8673,40,1806,1,1,0,0,0,0,1
1674,8876,47,1339,1,1,0,1,0,1,1
1675,6075,42,902,1,1,0,0,0,0,1
1676,7787,1,1398,0,1,0,1,1,0,0
1677,3907,12,592,1,0,1,0,1,1,1
1678,3078,9,914,1,1,0,1,1,0,1
1679,9638,13,1956,1,1,1,1,1,0,0
1680,7348,50,1679,0,1,0,0,0,1,0
1681,121,6,872,1,0,1,0,0,0,1
1682,6183,39,1852,1,1,0,1,1,0,1
1683,1742,42,1691,1,0,1,0,0,1,0
1684,7358,36,591,0,1,1,1,1,0,0
1685,6378,49,541,0,1,0,1,1,1,0
1686,9619,34,955,0,1,1,0,0,1,0
1687,4897,16,701,1,1,1,0,1,0,0
1688,3305,32,1953,1,0,0,1,0,1,0
1689,1457,26,856,1,0,1,0,1,1,1
1690,7581,49,880,0,1,1,1,1,1,0
1691,9223,27,1657,1,1,1,0,1,1,0
1692,1801,3,1881,1,0,0,0,1,0,1
1693,4636,20,1732,0,0,1,1,1,1,1
1694,9976,41,1731,1,1,0,1,0,0,0
1695,3013,13,1797,0,0,0,1,0,1,1
1696,738,35,1668,0,0,1,1,1,0,0
1697,6253,14,567,0,0,0,0,1,1,0
1698,8105,6,1923,1,0,0,1,1,0,0
1699,7647,21,1650,1,1,0,0,1,0,1
1700,1511,32,1369,1,1,1,1,1,0,1
1701,6180,13,1400,1,1,0,0,0,0,1
1702,2306,20,1610,1,1,1,1,1,1,1
1703,3581,32,849,1,0,1,1,1,1,1
1704,2154,40,666,0,1,1,1,0,1,0
1705,8969,3,977,1,0,0,1,0,0,1
1706,9657,40,1247,1,1,0,0,1,0,0
1707,7558,42,847,0,0,0,1,0,0,1
1708,2995,43,1879,0,0,1,0,1,0,1
1709,6308,38,933,0,1,1,1,1,0,1
1710,1456,37,1827,1,1,1,1,0,1,1
1711,9490,15,794,0,0,1,1,1,0,0
1712,4048,35,1219,1,1,1,1,0,0,0
1713,4868,4,1788,0,0,1,0,0,1,1
1714,5983,32,1630,0,1,0,1,0,1,0
1715,4095,3,1228,0,0,0,0,1,0,1
1716,6296,32,1055,1,1,0,0,0,1,0
1717,447,40,1097,0,1,0,1,1,1,0
1718,7945,7,769,0,1,1,1,1,0,1
1719,8403,38,1224,1,0,0,0,0,1,0
1720,4577,9,1406,0,0,0,0,0,1,0
1721,564,14,1722,0,0,1,0,1,0,1
1722,8682,9,721,1,1,1,0,0,0,1
1723,9925,17,1514,1,1,0,0,0,1,0
1724,9924,32,536,0,0,1,1,1,1,0
1725,7634,5,1984,1,0,1,1,1,0,1
1726,934,38,832,1,1,0,0,1,0,1
1727,6684,25,1115,0,1,0,1,0,1,1
1728,4496,29,980,1,0,1,1,1,1,1
1729,6118,9,606,1,0,1,1,1,0,0
1730,6131,34,1833,0,1,0,0,0,0,1
1731,1480,4,896,1,1,1,0,0,0,1
1732,6770,30,1970,0,0,0,0,1,0,0
1733,9349,26,699,1,0,0,1,0,0,1
1734,4707,28,1236,1,0,0,0,0,1,0
1735,3716,32,1777,1,1,0,0,1,1,1
1736,4252,1,1141,0,0,1,1,1,1,0
1737,9514,38,1218,1,1,1,1,0,1,1
1738,9740,9,1476,1,1,1,1,1,0,1
1739,3823,37,1565,1,0,1,0,1,1,0
1740,5572,44,1794,1,1,1,0,0,1,1
1741,9052,18,1781,1,0,0,1,0,0,1
1742,6418,21,564,1,0,1,1,0,0,0
1743,6458,43,1740,0,0,1,0,0,0,0
1744,6908,19,1659,1,1,0,1,0,1,1
1745,2025,19,1817,1,1,1,1,1,1,0
1746,4533,38,1384,0,1,1,1,0,0,0
1747,4868,19,1474,1,0,0,0,1,1,0
1748,7337,2,1513,1,0,1,0,1,0,1
1749,914,16,1634,1,1,1,1,1,0,1
1750,4261,40,838,1,0,1,0,0,0,0
1751,8047,38,1144,1,1,1,0,0,0,1
1752,9438,8,1258,0,0,0,0,0,0,1
1753,5568,10,1649,0,0,0,0,1,1,0
1754,4241,38,1296,1,1,0,1,1,0,0
1755,6092,10,1544,0,1,0,0,0,0,1
1756,6100,12,1785,0,0,1,1,0,0,1
1757,8719,18,1418,1,1,0,0,0,0,1
1758,640,48,1220,1,1,1,1,1,1,0
1759,6764,48,1936,1,0,0,0,1,0,1
1760,1501,46,1875,0,0,1,1,1,1,0
1761,7315,26,1162,1,0,1,1,1,0,0
1762,5872,38,924,0,1,1,0,1,1,1
1763,620,8,1962,1,1,0,0,0,1,1
1764,5314,20,1294,1,0,0,0,1,0,0
1765,5993,6,1958,1,0,0,1,0,0,0
1766,2555,9,1819,0,0,0,1,0,1,1
1767,1031,38,970,1,0,0,0,1,0,0
1768,9921,22,1038,0,1,0,0,1,1,1
1769,2471,13,893,0,1,0,1,0,0,1
1770,3024,15,1374,1,0,0,0,0,0,1
1771,5066,39,872,0,1,1,1,1,1,0
1772,7491,31,1608,0,1,0,1,0,0,1
1773,6133,14,1621,0,1,1,1,1,1,0
1774,9335,35,1146,0,1,1,0,1,1,1
1775,1507,19,1271,1,0,1,1,0,0,1
1776,1673,32,1761,0,0,0,0,0,1,0
1777,8251,25,1944,0,1,0,0,1,0,0
1778,9173,6,961,0,0,0,1,1,0,0
1779,1467,9,1989,1,0,1,0,1,0,1
1780,1095,2,1063,1,0,1,0,0,1,0
1781,3266,33,1812,0,0,0,0,1,0,0
1782,5621,19,1211,1,1,0,0,1,0,0
1783,6566,37,1091,0,0,1,1,1,1,1
1784,3122,28,1684,1,0,1,0,0,0,1
1785,5479,25,1675,1,1,0,0,1,1,0
1786,6605,17,729,1,1,1,1,0,1,1
1787,5664,36,1404,0,0,1,0,0,0,1
1788,9999,37,502,1,0,1,0,0,0,1
1789,4939,13,1720,1,0,0,0,1,1,0
1790,5469,14,583,1,0,0,0,0,0,1
1791,1244,12,1461,1,1,1,0,0,0,1
1792,9265,15,1732,0,0,1,1,1,0,0
1793,7462,13,931,1,0,0,0,0,1,0
1794,6002,3,1419,1,0,1,0,1,1,0
1795,9011,44,1671,1,0,1,1,1,0,0
1796,1099,11,977,1,0,1,0,0,1,0
1797,7027,19,1466,1,1,0,0,1,0,0
1798,467,6,1166,0,1,0,0,1,1,0
1799,4064,23,1565,0,1,0,0,1,0,1
1800,5350,9,916,1,0,0,1,0,1,0
1801,1959,12,1550,0,0,1,0,0,0,1
1802,6218,23,769,1,0,1,1,1,0,1
1803,9345,5,1392,1,0,0,0,0,0,0
1804,9606,33,899,1,1,0,1,1,0,1
1805,5558,46,1652,0,1,0,1,0,0,1
1806,5454,36,644,1,1,1,0,0,1,1
1807,5431,3,1392,0,1,0,0,0,1,1
1808,3423,13,553,0,1,0,0,1,1,1
1809,339,48,996,0,1,1,1,1,0,0
1810,8840,9,1044,1,0,0,1,0,1,1
1811,6629,16,1761,0,0,0,0,0,0,1
1812,5332,47,1438,0,1,1,0,1,1,1
1813,9683,22,1179,0,0,0,0,0,0,0
1814,9999,50,1063,0,1,1,1,1,0,0
1815,8085,6,798,1,0,1,1,0,1,1
1816,3032,50,1054,1,0,0,1,0,1,0
1817,333,15,971,0,1,1,1,0,0,1
1818,4723,9,1330,0,0,0,0,1,0,1
1819,6819,44,587,0,0,1,1,1,1,0
1820,2186,16,1786,1,1,0,1,0,1,0
1821,2381,11,609,1,1,0,0,1,1,0
1822,1978,7,1032,1,1,0,1,0,0,1
1823,9660,17,1910,0,0,0,0,0,0,1
1824,5960,20,1723,1,1,0,0,1,1,0
1825,7336,35,1000,0,1,1,1,0,0,0
1826,6407,40,655,0,0,1,1,1,0,0
1827,7479,6,501,1,1,0,1,1,1,1
1828,4196,3,1715,1,0,0,1,1,1,1
1829,7778,41,1119,0,0,1,0,1,1,1
1830,8169,30,1240,1,0,0,1,1,1,1
1831,278,25,1631,1,0,1,1,1,1,1
1832,1364,37,1705,0,1,0,1,1,1,1
1833,2480,33,1765,0,0,0,0,1,1,1
1834,9890,29,917,0,1,1,1,1,0,1
1835,845,30,882,1,0,1,0,1,1,1
1836,5472,26,547,0,0,0,0,1,0,0
1837,678,25,1050,0,1,0,0,1,0,1
1838,7017,42,1976,0,1,0,0,0,1,0
1839,277,43,1254,1,0,1,1,1,0,0
1840,3669,42,613,1,0,1,1,0,1,1
1841,4837,41,1829,1,0,1,1,1,1,1
1842,8695,24,1562,1,1,1,1,1,0,1
1843,7225,8,955,0,0,0,0,0,1,0
1844,3040,17,1999,1,0,0,0,0,1,1
1845,6155,27,798,0,0,0,1,1,0,0
1846,8906,42,1144,1,0,0,1,0,1,0
1847,4759,7,888,1,0,0,0,0,0,1
1848,6416,41,1878,1,1,0,0,1,0,0
1849,5787,15,1607,0,0,0,1,0,0,0
1850,9613,48,658,0,0,1,1,0,0,1
1851,3137,1,1599,0,1,0,1,1,1,0
1852,8624,19,1124,1,1,1,1,1,1,0
1853,4290,2,1063,1,0,1,1,0,0,1
1854,6826,2,1529,0,0,1,1,0,0,0
1855,7132,28,1517,1,1,0,0,1,1,0
1856,5668,1,1315,0,1,1,0,1,0,0
1857,4513,34,694,0,0,0,1,0,0,1
1858,2872,13,1456,1,0,0,1,1,0,0
1859,9209,19,1151,0,0,1,1,0,1,0
1860,2275,2,1798,1,0,1,1,1,1,1
1861,8059,36,579,0,1,1,0,1,1,0
1862,9984,13,826,1,0,1,0,1,1,1
1863,8847,40,1863,0,0,0,1,1,0,1
1864,2525,33,870,0,1,1,0,1,1,0
1865,9074,6,1015,1,1,0,0,0,0,0
1866,1310,20,1707,1,0,0,1,1,1,0
1867,9465,27,922,0,0,1,0,1,1,1
1868,2120,2,652,1,1,1,0,0,0,0
1869,9395,13,1362,0,1,0,1,1,0,1
1870,2400,1,1178,1,1,1,1,0,1,0
1871,1748,42,1108,1,1,0,0,1,0,0
1872,932,31,1916,0,1,0,1,1,0,1
1873,9480,10,1395,0,0,1,0,1,0,1
1874,8836,2,1954,0,1,1,0,1,0,0
1875,9098,26,1651,1,0,0,0,1,1,1
1876,4614,45,699,1,1,0,0,1,1,1
1877,8559,19,1594,0,0,1,0,1,0,1
1878,6903,26,1540,0,1,1,0,0,1,0
1879,6143,12,1992,0,0,1,1,0,1,0
1880,5406,34,700,0,1,1,1,1,0,0
1881,8679,11,1559,1,0,1,1,0,0,0
1882,9137,48,845,1,1,1,1,1,0,1
1883,5778,21,1350,0,1,0,0,1,0,1
1884,4491,50,1921,1,1,0,0,1,1,0
1885,1569,28,612,1,1,1,0,1,1,1
1886,1425,10,1226,1,1,0,0,0,0,0
1887,5709,12,660,0,1,1,1,1,1,0
1888,4970,25,661,0,1,0,1,1,1,1
1889,2036,7,797,1,1,0,1,1,0,1
1890,5564,38,1081,1,1,0,0,1,0,1
1891,4053,22,1831,1,0,1,0,1,0,1
1892,5646,7,1933,1,1,0,0,1,1,0
1893,8728,45,1549,1,0,1,1,0,1,0
1894,4449,31,894,0,1,0,1,1,0,1
1895,4459,45,1723,1,0,0,1,0,1,0
1896,4849,27,1756,0,1,1,0,0,0,1
1897,1343,9,851,0,1,1,0,1,0,0
1898,9295,36,883,0,1,0,1,0,1,1
1899,2640,2,1453,1,0,1,1,0,0,1
1900,1916,5,1816,1,0,1,1,0,1,0
1901,3794,41,1463,0,1,0,0,0,1,1
1902,8058,17,1478,1,1,1,0,1,1,1
1903,2100,44,646,0,0,1,0,0,1,1
1904,8334,1,1218,1,0,1,1,0,1,0
1905,5204,12,1521,1,1,1,0,1,1,0
1906,4763,39,1327,0,1,1,0,0,0,1
1907,4846,50,1015,1,0,1,1,1,0,1
1908,6176,49,1267,1,1,0,0,1,1,1
1909,8238,46,982,1,0,0,0,1,1,0
1910,9297,20,1897,0,0,1,1,0,1,0
1911,1141,42,1163,0,1,0,1,1,0,0
1912,3064,16,1252,1,0,0,0,1,1,0
1913,313,11,1210,1,0,1,0,0,1,1
1914,2063,12,1322,0,1,1,1,0,1,0
1915,3974,10,991,0,1,0,0,0,0,0
1916,957,40,763,1,1,1,0,0,0,0
1917,1259,7,1417,0,1,1,0,0,0,1
1918,6332,26,1501,1,1,0,0,1,0,0
1919,9888,26,1261,1,0,0,1,1,0,1
1920,6406,33,547,1,0,1,1,1,1,1
1921,1118,36,1151,1,0,0,0,0,1,0
1922,4959,5,1225,0,0,1,0,0,0,1
1923,7050,26,1793,0,1,1,0,0,1,0
1924,8440,40,724,1,0,0,1,0,0,0
1925,3697,26,980,1,1,1,0,0,1,0
1926,2224,26,1731,0,1,1,1,1,0,1
1927,1305,9,1121,0,1,1,0,1,1,1
1928,6553,32,1138,1,1,0,1,0,0,1
1929,9259,23,1501,1,1,0,0,1,1,1
1930,5189,18,1399,0,0,1,1,0,0,1
1931,2729,30,1675,1,0,1,0,1,0,1
1932,9724,38,1846,0,0,1,1,0,1,1
1933,3392,22,587,0,0,0,0,1,1,1
1934,5821,18,1123,1,1,0,0,1,1,1
1935,8850,44,1416,1,1,1,0,1,1,1
1936,4694,9,941,0,1,0,1,0,0,1
1937,5489,18,1643,0,1,1,1,1,1,0
1938,6462,45,1293,1,1,0,0,1,1,0
1939,4353,39,1419,0,1,0,1,0,0,1
1940,1157,26,1880,0,0,0,0,0,1,0
1941,8161,31,692,0,0,0,1,1,0,0
1942,8905,46,1449,0,0,1,1,0,0,0
1943,7526,40,1265,1,0,1,0,1,0,0
1944,8309,24,1039,0,0,1,0,1,1,0
1945,8041,2,944,1,0,1,1,1,1,1
1946,2785,50,1845,1,0,0,0,0,1,1
1947,8068,7,1488,1,0,1,1,0,0,0
1948,4439,12,1846,1,1,0,1,1,0,1
1949,452,48,653,0,1,1,1,1,1,1
1950,3602,43,563,0,0,0,1,1,1,0
1951,8663,16,1263,0,0,0,0,1,0,0
1952,1762,48,1882,0,1,1,0,0,1,1
1953,7759,31,946,1,1,1,0,1,1,1
1954,6821,44,1090,0,0,0,0,0,0,0
1955,4426,27,1541,0,1,1,0,0,1,0
1956,8491,42,1132,1,1,0,0,1,1,1
1957,7030,48,922,1,1,1,0,0,1,1
1958,183,42,870,0,0,1,1,0,0,0
1959,2940,42,1168,1,1,1,1,1,0,0
1960,3430,35,1357,1,1,1,0,1,1,1
1961,3345,29,1111,0,0,1,1,0,1,1
1962,1373,43,1665,0,1,0,0,0,1,0
1963,9652,29,1093,0,1,1,0,0,1,1
1964,6527,18,761,0,1,1,1,1,0,1
1965,7617,50,881,1,0,0,1,1,0,1
1966,8194,46,1468,1,0,1,1,1,0,0
1967,5962,24,700,0,0,1,1,0,1,0
1968,5463,49,786,0,0,0,1,1,1,1
1969,9989,40,1269,1,1,1,1,1,1,1
1970,5353,35,1197,1,0,1,0,1,1,0
1971,4968,38,1401,0,0,1,0,1,0,1
1972,1967,13,1736,1,1,0,1,1,0,1
1973,8449,47,1903,0,1,0,1,0,0,1
1974,8574,4,1603,1,1,0,1,0,1,0
1975,8160,32,1013,0,0,1,1,0,1,1
1976,3646,41,1595,0,1,0,0,0,1,1
1977,3551,4,1545,0,0,0,0,0,1,1
1978,6941,50,1585,1,0,1,0,0,0,0
1979,2477,50,1136,0,1,0,0,1,1,1
1980,8499,49,1759,0,0,1,1,1,1,1
1981,3217,7,1827,1,0,1,0,1,0,1
1982,2082,12,1014,0,1,1,1,0,0,0
1983,2249,1,1125,0,0,1,1,1,1,0
1984,109,38,1096,1,0,1,1,0,0,0
1985,6943,35,611,0,0,1,0,1,1,0
1986,2872,26,1083,0,0,1,1,0,1,0
1987,9625,8,848,0,0,0,0,1,0,1
1988,5145,37,1350,1,0,1,1,0,1,1
1989,1138,33,1948,1,0,1,0,1,0,1
1990,6840,19,701,0,1,0,0,1,1,0
1991,2256,18,1504,1,1,1,1,0,1,1
1992,8348,34,1524,1,0,0,0,1,0,0
1993,7525,47,1630,1,1,1,0,1,0,1
1994,2594,16,1753,1,1,1,1,0,0,0
1995,2673,36,1793,1,0,1,1,1,0,1
1996,3768,37,1417,1,1,0,0,1,0,1
1997,8150,22,1715,0,0,1,0,1,1,1
1998,8066,28,1304,1,0,1,1,1,0,1
1999,445,15,645,0,0,1,1,0,0,1
2000,9119,2,1311,1,0,0,0,0,0,1
2001,4324,46,1563,1,1,1,0,1,1,1
2002,5209,22,868,0,1,1,0,0,0,1
2003,9629,32,1981,0,0,0,1,1,1,0
2004,5297,9,546,0,1,0,1,0,1,0
2005,3993,18,1836,1,0,0,0,0,0,1
2006,1004,22,953,0,1,1,1,0,0,1
2007,5478,22,806,1,0,1,0,0,0,1
2008,2312,39,1309,1,0,0,0,0,0,1
2009,1204,15,1389,1,0,0,0,1,0,1
2010,7259,11,1494,0,0,1,1,0,0,1
2011,3005,50,1351,0,1,0,1,0,0,1
2012,7816,8,1158,1,0,1,1,0,0,1
2013,4873,19,1183,1,1,0,1,0,0,1
2014,9426,8,724,0,0,1,0,0,0,0
2015,970,27,1542,1,1,1,1,0,0,0
2016,8587,18,1133,0,1,1,1,0,1,1
2017,1494,37,1874,0,1,0,1,0,1,1
2018,1696,39,1397,0,0,0,1,0,1,0
2019,1649,39,1050,0,0,0,1,1,0,0
2020,7207,26,1802,1,0,1,0,0,1,0
2021,4396,2,1523,1,1,1,1,0,1,0
2022,1922,44,500,1,0,0,0,1,0,1
2023,4332,33,831,1,1,1,0,0,0,0
2024,6799,26,1651,0,1,0,0,0,1,1
2025,3291,41,915,0,1,0,1,0,1,0
2026,5748,38,1428,0,0,0,1,1,1,1
2027,5859,29,1068,1,1,1,0,1,0,1
2028,8001,48,804,0,1,1,1,1,0,1
2029,1597,11,802,1,0,1,0,1,0,1
2030,2576,14,541,0,1,0,0,0,0,0
2031,4217,41,886,1,0,1,1,1,0,0
2032,7793,18,725,0,1,0,1,1,1,1
2033,3400,20,1299,1,1,1,0,1,1,1
2034,1534,11,1887,1,0,1,0,1,0,0
2035,2165,20,1683,0,1,0,1,1,1,0
2036,6959,3,735,1,1,1,1,1,1,1
2037,6277,35,1647,0,1,0,1,1,0,0
2038,9769,10,675,0,0,0,1,1,0,0
2039,6750,22,1284,0,0,1,1,0,1,1
2040,6384,11,1384,0,1,1,1,1,1,0
2041,3186,9,1415,1,1,1,1,0,0,1
2042,7635,20,532,1,1,1,1,0,1,1
2043,3520,30,890,1,0,0,0,1,0,1
2044,1823,8,1581,0,0,1,0,1,1,0
2045,6280,49,1921,1,1,0,0,1,0,0
2046,6387,45,884,0,1,1,1,0,1,1
2047,4936,4,1298,0,1,1,1,1,1,1
2048,4236,20,1040,1,1,1,0,0,0,0
2049,8437,9,1149,0,1,0,1,0,1,1
2050,9121,44,827,1,0,1,1,0,0,1
2051,4304,20,1635,0,1,0,1,0,1,1
2052,2785,45,823,0,1,0,0,0,0,1
2053,5883,6,1897,0,1,0,0,0,0,0
2054,7864,50,1728,0,0,1,0,1,0,0
2055,7709,13,1930,1,1,1,1,0,1,1
2056,5358,7,1719,1,0,0,0,0,1,0
2057,1541,23,671,0,0,0,0,0,0,1
2058,9041,17,918,0,1,1,0,0,0,1
2059,3596,36,1373,0,1,0,1,1,0,1
2060,7440,35,1377,1,1,0,1,0,1,1
2061,4270,23,718,0,1,1,0,0,1,1
2062,6139,22,1455,0,1,0,1,1,1,0
2063,6612,16,793,1,1,0,1,0,1,1
2064,8464,32,708,1,1,1,1,0,0,0
2065,2079,25,684,1,0,0,0,1,0,1
2066,6687,38,1133,0,1,0,0,1,1,1
2067,6529,18,1389,0,0,0,0,1,1,1
2068,5841,30,1106,0,0,1,0,1,0,1
2069,935,4,1380,0,1,0,1,1,1,1
2070,8892,2,1269,1,0,1,1,0,1,0
2071,9703,24,1801,0,0,0,0,1,0,1
2072,3038,24,919,0,0,1,0,1,1,0
2073,3051,47,724,1,1,0,0,1,1,1
2074,1940,31,1053,1,1,1,0,0,0,1
2075,1272,13,1481,0,0,0,1,0,0,1
2076,2361,6,1082,0,1,1,0,1,0,1
2077,2087,13,1031,1,0,1,0,0,1,1
2078,1027,44,796,1,1,0,1,0,1,0
2079,7933,6,1034,0,0,1,0,1,0,1
2080,7530,10,1010,1,0,1,0,1,1,1
2081,1715,49,858,1,1,1,0,1,0,1
2082,5914,23,559,0,0,0,0,0,0,0
2083,736,40,541,0,0,1,1,1,1,0
2084,7891,34,1736,1,0,0,0,1,0,0
2085,6942,50,1227,0,0,0,0,1,1,1
2086,6078,18,870,0,1,0,1,1,0,1
2087,3476,1,539,0,0,0,1,1,1,0
2088,3472,4,618,1,1,1,1,0,1,0
2089,2884,20,1317,0,0,1,0,1,0,1
